"t","i","j","k","v","q"
2021,710,690,870893,14.062,"        0.361"
2021,710,690,870899,7720.14,"       95.783"
2021,710,690,871130,0.959,"        0.121"
2021,710,690,871310,5.421,"        0.057"
2021,710,690,871419,4.271,"        0.121"
2021,710,690,871491,0.721,"        0.002"
2021,710,690,871493,0.322,"        0.006"
2021,710,690,871496,0.011,"        0.002"
2021,710,690,871500,0.276,"        0.026"
2021,710,690,871640,21.517,"        3.952"
2021,710,690,871690,2.925,"        0.200"
2021,710,690,880330,147.933,"        0.034"
2021,710,690,890391,3302.501,"      125.279"
2021,710,690,890399,215.525,"        9.810"
2021,710,690,890710,12.009,"        0.370"
2021,710,690,900130,2.903,"        0.007"
2021,710,690,900190,15.034,"        0.080"
2021,710,690,900219,0.448,"        0.025"
2021,710,690,900290,0.173,"        0.005"
2021,710,690,900319,4.529,"        0.008"
2021,710,690,900410,19.806,"        0.070"
2021,710,690,900510,0.284,"        0.005"
2021,710,690,900640,1.139,"        0.047"
2021,710,690,900653,0.093,"        0.011"
2021,710,690,900669,9.449,"        0.350"
2021,710,690,900719,2.534,"        0.010"
2021,710,690,900792,1.202,"        0.013"
2021,710,690,900912,8.12,"        0.132"
2021,710,690,901090,9.688,"        0.015"
2021,710,690,901180,0.083,"        0.008"
2021,710,690,901290,0.278,"        0.016"
2021,710,690,901410,0.606,"        0.001"
2021,710,690,901480,37.11,"        0.394"
2021,710,690,901510,0.058,"        0.005"
2021,710,690,901530,0.69,"        0.010"
2021,710,690,901580,11.155,"        0.023"
2021,710,690,901720,0.505,"        0.038"
2021,710,690,901780,0.514,"        0.055"
2021,710,690,901811,0.129,"        0.298"
2021,710,690,901820,0.095,"        0.003"
2021,710,690,901832,4.018,"        0.013"
2021,710,690,901849,0.303,"        0.018"
2021,710,690,901890,66.68,"        3.750"
2021,710,690,901920,16.102,"        0.044"
2021,710,690,902119,0.832,"        0.006"
2021,710,690,902190,1.753,"        0.030"
2021,710,690,902480,29.214,"        0.230"
2021,710,690,902519,2.608,"        0.018"
2021,710,690,902590,0.149,"        0.001"
2021,710,690,902620,14.883,"        0.070"
2021,710,690,902690,12.094,"        0.220"
2021,710,690,902720,0.798,"        0.049"
2021,710,690,902780,77.071,"        0.276"
2021,710,690,902810,0.119,"        0.002"
2021,710,690,902830,6.221,"        0.126"
2021,710,690,902910,0.56,"        0.004"
2021,710,690,903010,0.129,"           NA"
2021,710,690,903039,1.143,"        0.007"
2021,710,690,903081,1.437,"        0.053"
2021,710,690,903090,5.162,"        0.006"
2021,710,690,903120,0.789,"        0.010"
2021,710,690,903180,17.588,"        0.073"
2021,710,690,903210,1.362,"        0.022"
2021,710,690,903281,0.273,"        0.166"
2021,710,690,903290,1.266,"        0.011"
2021,710,690,910111,0.427,"        0.027"
2021,710,690,910129,0.116,"           NA"
2021,710,690,910199,1.575,"        0.018"
2021,710,690,910299,0.297,"        0.060"
2021,710,690,910521,0.006,"        0.001"
2021,710,690,910599,0.098,"        0.032"
2021,710,690,910690,0.878,"        0.021"
2021,710,690,910899,0.325,"        0.006"
2021,710,690,911390,0.357,"        0.002"
2021,710,690,920600,0.069,"        0.006"
2021,710,690,920790,1.472,"        0.013"
2021,710,690,920999,0.308,"        0.059"
2021,710,690,930400,1.459,"        0.047"
2021,710,690,930690,0.174,"        0.010"
2021,710,690,940120,0.551,"        0.042"
2021,710,690,940140,4.193,"        1.057"
2021,710,690,940161,22.211,"        2.949"
2021,710,690,940171,0.488,"        0.037"
2021,710,690,940180,16.356,"        1.393"
2021,710,690,940290,2.315,"        0.127"
2021,710,690,940320,83.511,"        7.680"
2021,710,690,940340,0.409,"        0.096"
2021,710,690,940360,239.813,"       57.749"
2021,710,690,940380,96.586,"        5.827"
2021,710,690,940410,49.53,"        6.426"
2021,710,690,940429,32.307,"        5.258"
2021,710,690,940490,106.955,"        5.182"
2021,710,690,940520,10.936,"        1.083"
2021,710,690,940540,150.245,"        4.745"
2021,710,690,940560,3.649,"        0.041"
2021,710,690,940599,32.946,"        0.780"
2021,710,690,950390,74.163,"        6.201"
2021,710,690,950430,525.576,"       14.941"
2021,710,690,950490,12.773,"        1.007"
2021,710,690,950590,9.918,"        1.037"
2021,710,690,950629,37.727,"        7.685"
2021,710,690,950632,5.328,"        0.497"
2021,710,690,950640,0.885,"        0.184"
2021,710,690,950661,0.041,"        0.004"
2021,710,690,950669,4.272,"        0.306"
2021,710,690,950699,35.539,"        3.667"
2021,710,690,950720,0.887,"        0.010"
2021,710,690,950790,34.7,"        1.261"
2021,710,690,960200,0.069,"        0.004"
2021,710,690,960321,15.491,"        0.509"
2021,710,690,960330,0.085,"        0.002"
2021,710,690,960350,0.978,"        0.069"
2021,710,690,960500,1.624,"        0.159"
2021,710,690,960711,1.459,"        1.000"
2021,710,690,960720,0.019,"        0.005"
2021,710,690,960820,0.236,"        0.015"
2021,710,690,960840,0.105,"        0.015"
2021,710,690,960891,0.175,"        0.015"
2021,710,690,960910,0.259,"        0.088"
2021,710,690,960990,1.074,"        0.060"
2021,710,690,961100,0.133,"        0.015"
2021,710,690,961220,0.042,"        0.001"
2021,710,690,961320,7.681,"        0.321"
2021,710,690,961490,0.283,"        0.036"
2021,710,690,961519,0.066,"        0.004"
2021,710,690,961610,0.094,"        0.026"
2021,710,690,961700,1.437,"        0.097"
2021,710,690,970110,51.405,"        2.470"
2021,710,690,970200,0.437,"        0.032"
2021,710,694,10111,2.563,"        6.678"
2021,710,694,20230,48.154,"        6.554"
2021,710,694,20329,10.731,"        1.296"
2021,710,694,20622,4.117,"        0.441"
2021,710,694,20721,4.104,"        1.017"
2021,710,694,30410,0.35,"        0.010"
2021,710,694,30490,2.515,"        0.315"
2021,710,694,40500,14.712,"        3.700"
2021,710,694,40690,11.216,"        2.037"
2021,710,694,71021,0.346,"        1.500"
2021,710,694,71080,1.108,"        1.600"
2021,710,694,71290,0.635,"        0.020"
2021,710,694,80130,0.032,"        0.010"
2021,710,694,80510,1.738,"        2.560"
2021,710,694,80610,11.43,"        7.515"
2021,710,694,80810,255.403,"      262.178"
2021,710,694,80940,1.52,"        1.080"
2021,710,694,90412,1.065,"        0.040"
2021,710,694,90620,0.032,"        0.010"
2021,710,694,90910,0.039,"        0.010"
2021,710,694,90930,0.044,"        0.010"
2021,710,694,91030,0.036,"        0.010"
2021,710,694,91099,0.172,"        0.030"
2021,710,694,100890,27.333,"       13.720"
2021,710,694,110319,0.508,"        0.010"
2021,710,694,110419,0.263,"        0.010"
2021,710,694,160100,32.354,"        3.391"
2021,710,694,160239,1.909,"        1.400"
2021,710,694,160242,1.643,"        0.900"
2021,710,694,160250,0.653,"        0.257"
2021,710,694,160413,0.575,"        0.016"
2021,710,694,170290,33.559,"       15.352"
2021,710,694,190211,0.234,"        0.020"
2021,710,694,190410,3.797,"        0.859"
2021,710,694,200410,1.529,"        0.490"
2021,710,694,200520,11.994,"        4.525"
2021,710,694,200570,0.826,"        0.040"
2021,710,694,200799,0.333,"        0.020"
2021,710,694,200899,1.203,"        0.010"
2021,710,694,200920,0.083,"        0.020"
2021,710,694,200970,11.527,"       14.602"
2021,710,694,210110,2.352,"        0.010"
2021,710,694,210320,1.299,"        0.050"
2021,710,694,210390,5.501,"        0.160"
2021,710,694,210500,4.871,"        3.300"
2021,710,694,220290,37.035,"       27.469"
2021,710,694,220421,82.966,"       25.011"
2021,710,694,220820,19.047,"        3.253"
2021,710,694,220840,3.792,"        1.566"
2021,710,694,220900,0.015,"        0.005"
2021,710,694,250100,0.075,"        0.020"
2021,710,694,252329,5.794,"           NA"
2021,710,694,271000,942.119,"      406.382"
2021,710,694,271290,0.865,"        0.144"
2021,710,694,280429,1.624,"        0.016"
2021,710,694,282810,0.21,"        0.014"
2021,710,694,283531,2.357,"        0.166"
2021,710,694,284020,35.266,"        0.725"
2021,710,694,290512,0.041,"        0.001"
2021,710,694,291619,53.355,"       27.672"
2021,710,694,293100,31.27,"        5.091"
2021,710,694,300210,0.009,"        0.006"
2021,710,694,300590,0.043,"        0.001"
2021,710,694,300640,1.173,"        0.011"
2021,710,694,310590,0.854,"        0.275"
2021,710,694,320990,10.744,"        3.937"
2021,710,694,330190,0.449,"        0.176"
2021,710,694,330290,2.64,"        0.782"
2021,710,694,330510,0.149,"        0.058"
2021,710,694,330590,8.24,"        3.236"
2021,710,694,340120,1.575,"        0.010"
2021,710,694,340290,1.246,"        0.098"
2021,710,694,340399,50.746,"        3.513"
2021,710,694,350610,1.275,"        0.049"
2021,710,694,350699,12.253,"        0.667"
2021,710,694,360200,111.426,"       48.600"
2021,710,694,380210,0.572,"        0.220"
2021,710,694,380830,118.841,"       18.354"
2021,710,694,381400,1.189,"        0.102"
2021,710,694,382000,19.782,"        5.325"
2021,710,694,382390,248.973,"       60.256"
2021,710,694,390210,684.969,"      442.250"
2021,710,694,390730,18.206,"        0.254"
2021,710,694,390799,9.821,"        1.141"
2021,710,694,391000,0.054,"        0.001"
2021,710,694,391722,0.172,"        0.090"
2021,710,694,391729,16.69,"        0.476"
2021,710,694,391732,1.517,"        0.208"
2021,710,694,391740,54.86,"        8.527"
2021,710,694,392010,63.847,"        5.789"
2021,710,694,392321,5.75,"        2.043"
2021,710,694,392330,0.535,"        0.068"
2021,710,694,392410,9.435,"        0.640"
2021,710,694,392510,0.233,"        0.050"
2021,710,694,392620,2.84,"        0.338"
2021,710,694,400130,0.038,"        0.001"
2021,710,694,400819,0.187,"        0.002"
2021,710,694,400829,0.031,"        0.003"
2021,710,694,400920,83.189,"        3.999"
2021,710,694,400940,2.659,"        2.055"
2021,710,694,401010,2.897,"        2.521"
2021,710,694,401110,44.686,"        9.645"
2021,710,694,401199,172.305,"       37.978"
2021,710,694,401290,1.96,"        0.304"
2021,710,694,401390,0.604,"        0.174"
2021,710,694,401590,1.252,"        0.031"
2021,710,694,401693,57.095,"        4.625"
2021,710,694,401699,74.3,"        4.462"
2021,710,694,420212,0.05,"        0.003"
2021,710,694,420222,7.546,"        0.002"
2021,710,694,420239,0.003,"           NA"
2021,710,694,420299,1.655,"        0.138"
2021,710,694,420500,0.669,"        0.035"
2021,710,694,440399,2.01,"        8.834"
2021,710,694,441510,0.165,"        0.093"
2021,710,694,450200,0.902,"        0.032"
2021,710,694,480252,156.942,"      156.954"
2021,710,694,481820,0.115,"        0.001"
2021,710,694,482010,0.747,"        0.018"
2021,710,694,490199,2.226,"        0.210"
2021,710,694,491110,0.001,"           NA"
2021,710,694,560290,0.001,"        0.001"
2021,710,694,560750,1.265,"        0.199"
2021,710,694,570390,0.325,"        0.030"
2021,710,694,590699,0.044,"        0.002"
2021,710,694,591190,0.456,"        0.011"
2021,710,694,610339,0.264,"        0.010"
2021,710,694,610990,0.163,"        0.004"
2021,710,694,611692,7.581,"        0.937"
2021,710,694,611699,0.897,"        0.013"
2021,710,694,620342,2.558,"        0.077"
2021,710,694,630190,0.237,"        0.210"
2021,710,694,630260,1.9,"        0.097"
2021,710,694,630612,11.076,"        1.039"
2021,710,694,630720,2.014,"        0.142"
2021,710,694,631010,0.042,"        0.020"
2021,710,694,640192,1.869,"        0.207"
2021,710,694,640291,22.519,"        0.948"
2021,710,694,640419,0.152,"        0.006"
2021,710,694,650590,0.002,"           NA"
2021,710,694,650700,0.036,"        0.008"
2021,710,694,680430,0.269,"        0.033"
2021,710,694,680520,0.026,"        0.001"
2021,710,694,680620,5.894,"        0.156"
2021,710,694,681510,4.801,"        0.050"
2021,710,694,690100,19.154,"       18.000"
2021,710,694,690990,7.555,"        0.025"
2021,710,694,700910,0.084,"        0.010"
2021,710,694,701990,0.033,"        0.625"
2021,710,694,711590,23.81,"        0.079"
2021,710,694,720822,2.578,"        1.758"
2021,710,694,720890,0.513,"        0.340"
2021,710,694,721250,2.771,"        0.338"
2021,710,694,721935,0.706,"        0.505"
2021,710,694,722011,10.978,"        0.995"
2021,710,694,722510,0.242,"        0.007"
2021,710,694,730300,4.592,"        0.559"
2021,710,694,730420,7.806,"        1.154"
2021,710,694,730459,3.771,"        1.954"
2021,710,694,730590,1.703,"        0.888"
2021,710,694,730711,1.489,"        0.330"
2021,710,694,730721,3.755,"        0.771"
2021,710,694,730723,0.195,"        0.064"
2021,710,694,730791,26.53,"        2.427"
2021,710,694,730793,3.142,"        0.784"
2021,710,694,730840,1146.356,"      538.004"
2021,710,694,730900,35.383,"        6.176"
2021,710,694,731029,5.086,"        0.142"
2021,710,694,731210,1.784,"        0.166"
2021,710,694,731411,0.19,"        0.020"
2021,710,694,731449,6.05,"        1.680"
2021,710,694,731590,18.896,"        0.383"
2021,710,694,731811,0.19,"        0.054"
2021,710,694,731815,558.022,"       61.243"
2021,710,694,731819,123.897,"       18.473"
2021,710,694,731822,7.196,"        1.342"
2021,710,694,731824,0.754,"        0.364"
2021,710,694,732310,0.558,"        0.030"
2021,710,694,732399,0.187,"        0.133"
2021,710,694,732599,23.151,"        2.336"
2021,710,694,732690,2242.218,"      152.170"
2021,710,694,740721,3.11,"        0.307"
2021,710,694,741300,0.815,"        0.021"
2021,710,694,741539,0.085,"        0.016"
2021,710,694,760719,1.428,"        0.030"
2021,710,694,761690,0.728,"        0.068"
2021,710,694,790500,0.215,"        0.081"
2021,710,694,820232,1.13,"        0.025"
2021,710,694,820320,2.348,"        0.129"
2021,710,694,820411,0.289,"        0.020"
2021,710,694,820420,13.459,"        0.082"
2021,710,694,820540,8.156,"        0.406"
2021,710,694,820559,29.653,"        1.026"
2021,710,694,820600,48.44,"        4.360"
2021,710,694,820712,23.023,"        2.211"
2021,710,694,820740,0.732,"        0.007"
2021,710,694,820780,0.797,"        0.006"
2021,710,694,820890,0.522,"        0.187"
2021,710,694,821192,0.101,"        0.003"
2021,710,694,830110,0.409,"        0.014"
2021,710,694,830160,9.058,"        0.569"
2021,710,694,830210,0.033,"        0.001"
2021,710,694,830249,0.673,"        0.406"
2021,710,694,831000,0.511,"        0.045"
2021,710,694,831120,58.029,"        0.878"
2021,710,694,840590,24.991,"        0.006"
2021,710,694,840820,9.439,"        0.537"
2021,710,694,840999,50.115,"        3.104"
2021,710,694,841229,13.706,"        0.530"
2021,710,694,841280,30.061,"        0.489"
2021,710,694,841319,2.087,"        0.477"
2021,710,694,841350,16.817,"        0.377"
2021,710,694,841370,322.997,"       18.804"
2021,710,694,841391,2717.105,"      244.717"
2021,710,694,841430,1.096,"        0.098"
2021,710,694,841480,26.796,"        1.273"
2021,710,694,841510,122.648,"       16.035"
2021,710,694,841590,3.79,"        0.286"
2021,710,694,841829,7.841,"        1.074"
2021,710,694,841911,0.769,"        0.068"
2021,710,694,841981,6.634,"        0.198"
2021,710,694,842121,38.515,"        1.707"
2021,710,694,842123,15.005,"        0.901"
2021,710,694,842131,10.718,"        0.821"
2021,710,694,842191,0.01,"        0.017"
2021,710,694,842230,1.377,"        0.033"
2021,710,694,842310,0.12,"        0.015"
2021,710,694,842330,2.005,"        0.047"
2021,710,694,842389,10.773,"        0.062"
2021,710,694,842410,28.67,"        5.118"
2021,710,694,842489,6.323,"        0.231"
2021,710,694,842511,1.027,"        0.070"
2021,710,694,842542,7.905,"        1.710"
2021,710,694,842619,2.479,"        0.378"
2021,710,694,842820,61.97,"        2.499"
2021,710,694,842839,13.275,"        0.929"
2021,710,694,842959,23.102,"        3.575"
2021,710,694,843069,9.465,"        0.761"
2021,710,694,843120,0.582,"        0.113"
2021,710,694,843139,308.141,"       24.416"
2021,710,694,843149,409.595,"       24.282"
2021,710,694,843390,20.882,"        0.632"
2021,710,694,843890,9.503,"        0.008"
2021,710,694,844390,22.688,"        0.302"
2021,710,694,845019,0.88,"        0.172"
2021,710,694,845690,9.635,"        0.314"
2021,710,694,846039,0.447,"        0.016"
2021,710,694,846190,0.419,"        0.013"
2021,710,694,846694,20.551,"        2.693"
2021,710,694,846781,4.1,"        0.188"
2021,710,694,846791,8.975,"        3.211"
2021,710,694,846820,16.876,"        0.469"
2021,710,694,846890,5.524,"        0.126"
2021,710,694,847193,95.114,"        0.347"
2021,710,694,847330,31.141,"        0.256"
2021,710,694,847410,47.892,"        5.710"
2021,710,694,847480,50.095,"        2.790"
2021,710,694,847520,5.73,"        0.091"
2021,710,694,847989,43.083,"        1.088"
2021,710,694,848079,1.735,"        0.095"
2021,710,694,848120,9.122,"        0.147"
2021,710,694,848140,6.182,"        0.061"
2021,710,694,848190,41.336,"        7.230"
2021,710,694,848220,4.835,"        0.353"
2021,710,694,848250,9.797,"        0.325"
2021,710,694,848299,406.175,"       14.535"
2021,710,694,848320,6.871,"        0.438"
2021,710,694,848340,116.566,"        5.363"
2021,710,694,848360,24.568,"        0.746"
2021,710,694,848410,5.227,"        0.141"
2021,710,694,848590,6.085,"        0.573"
2021,710,694,850120,11.081,"        0.269"
2021,710,694,850132,16.099,"        0.103"
2021,710,694,850134,64.533,"        4.891"
2021,710,694,850151,170.204,"        5.505"
2021,710,694,850153,6.305,"        0.573"
2021,710,694,850163,44.047,"        9.098"
2021,710,694,850212,2.707,"        0.328"
2021,710,694,850300,20.183,"        1.956"
2021,710,694,850422,21.044,"        3.967"
2021,710,694,850433,72.231,"        4.870"
2021,710,694,850440,76.522,"        1.538"
2021,710,694,850490,12.861,"        0.334"
2021,710,694,850619,4.505,"        0.061"
2021,710,694,850720,0.213,"        0.051"
2021,710,694,850790,2.289,"        0.012"
2021,710,694,850820,2.077,"        0.123"
2021,710,694,850940,0.786,"        0.066"
2021,710,694,851120,30.876,"        0.615"
2021,710,694,851150,0.417,"        0.028"
2021,710,694,851220,4.365,"        0.120"
2021,710,694,851390,7.945,"        0.071"
2021,710,694,851490,5.79,"        0.019"
2021,710,694,851580,1.456,"        0.011"
2021,710,694,851610,0.038,"        0.004"
2021,710,694,851672,0.208,"        0.031"
2021,710,694,851680,0.961,"        0.016"
2021,710,694,851810,0.815,"        0.004"
2021,710,694,851822,0.135,"        0.005"
2021,710,694,851890,3.068,"        0.095"
2021,710,694,852190,0.094,"        0.003"
2021,710,694,852390,0.015,"           NA"
2021,710,694,852510,14.436,"        0.069"
2021,710,694,852610,10.168,"        0.006"
2021,710,694,852692,2.252,"        0.011"
2021,710,694,852739,4.199,"        0.233"
2021,710,694,852910,2.19,"        0.009"
2021,710,694,853080,9.199,"        0.101"
2021,710,694,853110,2.115,"        0.023"
2021,710,694,853180,2.459,"        0.021"
2021,710,694,853229,0.322,"        0.002"
2021,710,694,853390,0.137,"        0.002"
2021,710,694,853529,1.713,"        0.178"
2021,710,694,853590,19.626,"        1.176"
2021,710,694,853620,26.514,"        1.222"
2021,710,694,853641,1.849,"        0.761"
2021,710,694,853650,39.29,"        0.470"
2021,710,694,853669,10.172,"        1.449"
2021,710,694,853710,134.496,"        3.001"
2021,710,694,853810,2.42,"        0.086"
2021,710,694,853921,0.018,"           NA"
2021,710,694,853931,2.008,"        0.198"
2021,710,694,853940,1.556,"        0.007"
2021,710,694,854089,14.013,"        0.015"
2021,710,694,854211,1.732,"        0.013"
2021,710,694,854380,1.337,"        0.019"
2021,710,694,854411,2.496,"        0.400"
2021,710,694,854420,75.569,"        9.309"
2021,710,694,854449,224.199,"       27.975"
2021,710,694,854470,12.539,"        1.830"
2021,710,694,854520,0.147,"        0.008"
2021,710,694,854790,40.594,"        4.283"
2021,710,694,860791,511.916,"       15.235"
2021,710,694,870410,87.965,"       11.321"
2021,710,694,870810,0.248,"        0.100"
2021,710,694,870839,0.913,"        0.005"
2021,710,694,870850,13.226,"        0.341"
2021,710,694,870891,0.391,"        0.047"
2021,710,694,870894,1.948,"        0.015"
2021,710,694,870990,0.165,"        0.007"
2021,710,694,871499,2.645,"        0.100"
2021,710,694,871680,56.827,"       11.177"
2021,710,694,890392,13.533,"        0.349"
2021,710,694,890790,11.691,"           NA"
2021,710,694,900653,0.01,"           NA"
2021,710,694,901480,11.675,"        0.300"
2021,710,694,901540,3.447,"        0.002"
2021,710,694,901590,1.577,"        0.010"
2021,710,694,901780,0.094,"        0.002"
2021,710,694,901819,0.793,"        0.002"
2021,710,694,901839,0.04,"           NA"
2021,710,694,901890,10.371,"        0.008"
2021,710,694,902129,0.064,"        0.002"
2021,710,694,902230,47.801,"        0.097"
2021,710,694,902300,0.044,"        0.001"
2021,710,694,902580,0.374,"        0.001"
2021,710,694,902620,11.342,"        0.053"
2021,710,694,902690,2.759,"        0.009"
2021,710,694,902750,14.823,"        0.043"
2021,710,694,902790,22.682,"        0.273"
2021,710,694,903010,20.411,"        0.018"
2021,710,694,903089,60.585,"        0.115"
2021,710,694,903180,19.177,"        0.075"
2021,710,694,903210,6.197,"        0.094"
2021,710,694,903290,2.143,"        0.059"
2021,710,694,910211,0.021,"           NA"
2021,710,694,910700,0.086,"        0.001"
2021,710,694,940210,1.347,"        0.009"
2021,710,694,940360,0.348,"        0.084"
2021,710,694,940390,0.13,"        0.046"
2021,710,694,940490,1.324,"        0.067"
2021,710,694,940540,18.185,"        0.952"
2021,710,694,940599,7.694,"        0.373"
2021,710,694,950420,1.775,"        0.267"
2021,710,694,950640,0.267,"        0.087"
2021,710,694,960310,0.512,"        0.144"
2021,710,694,960820,0.04,"        0.003"
2021,710,694,960899,2.213,"        0.109"
2021,710,694,961210,1.157,"        0.044"
2021,710,699,10600,4.167,"        0.110"
2021,710,699,40110,0.069,"        0.005"
2021,710,699,51199,0.068,"        0.250"
2021,710,699,60299,4.721,"        0.022"
2021,710,699,60390,4.445,"        0.458"
2021,710,699,71022,0.008,"        0.002"
2021,710,699,71333,1983.147,"     2102.871"
2021,710,699,71340,1341.961,"     1371.856"
2021,710,699,80290,295.364,"       14.581"
2021,710,699,80440,0.614,"        1.155"
2021,710,699,80510,13606.927,"    21075.778"
2021,710,699,80530,6.039,"        3.813"
2021,710,699,80810,8690.233,"    10438.927"
2021,710,699,80910,0.759,"        0.574"
2021,710,699,80930,203.024,"       78.610"
2021,710,699,81010,6.424,"        0.918"
2021,710,699,81320,5.899,"        1.438"
2021,710,699,90240,1.668,"        0.216"
2021,710,699,90420,4.96,"        0.238"
2021,710,699,100510,238.111,"      463.075"
2021,710,699,100830,0.001,"        0.001"
2021,710,699,110429,0.019,"        0.010"
2021,710,699,110812,0.002,"        0.002"
2021,710,699,120500,3.113,"        0.028"
2021,710,699,120930,3.254,"        0.021"
2021,710,699,120999,189.529,"       17.858"
2021,710,699,121299,243.703,"       53.965"
2021,710,699,150890,0.06,"        0.001"
2021,710,699,151219,10.741,"        0.210"
2021,710,699,151490,0.084,"        0.005"
2021,710,699,151590,10.45,"        0.210"
2021,710,699,170410,0.027,"        0.770"
2021,710,699,180690,0.202,"        0.037"
2021,710,699,190490,0.01,"        0.005"
2021,710,699,200551,0.001,"        0.002"
2021,710,699,200811,19.535,"        6.391"
2021,710,699,200830,535.636,"      688.865"
2021,710,699,200911,159.181,"       80.193"
2021,710,699,200920,62.4,"       58.935"
2021,710,699,200960,0.674,"        3.891"
2021,710,699,200980,8.074,"        0.753"
2021,710,699,210110,3.511,"        0.100"
2021,710,699,210390,275.544,"      123.475"
2021,710,699,210690,0.437,"        0.083"
2021,710,699,220290,0.15,"        0.300"
2021,710,699,220410,0.451,"        0.166"
2021,710,699,220429,136.695,"      164.774"
2021,710,699,220830,28.425,"        1.464"
2021,710,699,220850,0.645,"        0.031"
2021,710,699,230910,19594.082,"     8333.643"
2021,710,699,240120,407.297,"       59.400"
2021,710,699,240399,0.007,"        0.002"
2021,710,699,250590,792.922,"      572.000"
2021,710,699,250850,2974.503,"     8209.858"
2021,710,699,251020,6391.774,"    30279.000"
2021,710,699,251611,1242.954,"     3697.350"
2021,710,699,251710,4.926,"        1.335"
2021,710,699,252010,0.01,"        0.001"
2021,710,699,252910,45419.427,"   157520.450"
2021,710,699,252922,14892.837,"    45572.022"
2021,710,699,253090,272.015,"      105.946"
2021,710,699,260112,55164.22,"   489704.625"
2021,710,699,261000,49245.773,"   342163.362"
2021,710,699,261400,1643.287,"     1319.826"
2021,710,699,261800,0.31,"        0.550"
2021,710,699,262011,1.417,"       46.550"
2021,710,699,262030,715.173,"      320.200"
2021,710,699,270111,12382.548,"   108878.578"
2021,710,699,270119,141316.265,"   527027.436"
2021,710,699,270740,0.004,"        0.001"
2021,710,699,270820,1118.63,"     3000.000"
2021,710,699,271000,11979.142,"    18790.648"
2021,710,699,271220,758.185,"      409.401"
2021,710,699,271311,0.026,"        0.017"
2021,710,699,280300,153.451,"      242.381"
2021,710,699,280920,29249.22,"    68776.523"
2021,710,699,281820,31.885,"       20.241"
2021,710,699,282090,4887.842,"    15746.830"
2021,710,699,282530,268.902,"       20.264"
2021,710,699,282630,7.7,"       52.000"
2021,710,699,283190,85.991,"       14.880"
2021,710,699,283324,706.198,"      189.116"
2021,710,699,283526,4758.212,"    30279.000"
2021,710,699,284130,4971.652,"     4565.901"
2021,710,699,284390,64.859,"        0.086"
2021,710,699,284610,82.101,"        4.276"
2021,710,699,285000,0.164,"        0.028"
2021,710,699,290512,4480.062,"     4769.887"
2021,710,699,290514,125.12,"      150.116"
2021,710,699,290543,0.002,"           NA"
2021,710,699,290711,22842.531,"    20853.251"
2021,710,699,290719,0.019,"        0.009"
2021,710,699,290930,0.019,"        0.003"
2021,710,699,291412,5113.542,"     3965.818"
2021,710,699,291419,14.241,"        0.600"
2021,710,699,291612,12482.472,"     5432.342"
2021,710,699,291631,0.042,"        0.005"
2021,710,699,291719,0.209,"        0.011"
2021,710,699,291733,0.006,"        0.009"
2021,710,699,291814,0.733,"        0.086"
2021,710,699,291823,0.019,"        0.005"
2021,710,699,291900,8.389,"        0.250"
2021,710,699,292211,1.407,"        0.005"
2021,710,699,292310,19.83,"        0.600"
2021,710,699,292690,18.609,"        0.132"
2021,710,699,293213,28.563,"       22.880"
2021,710,699,293319,323.504,"        0.815"
2021,710,699,293339,5.246,"        0.025"
2021,710,699,293369,19.005,"        0.022"
2021,710,699,293420,18.209,"       14.800"
2021,710,699,293490,28.999,"        0.013"
2021,710,699,293629,0.31,"        0.001"
2021,710,699,293910,0.747,"        0.001"
2021,710,699,293960,1149.786,"        0.070"
2021,710,699,294000,718.323,"      268.850"
2021,710,699,300120,19.946,"        0.002"
2021,710,699,300210,1820.416,"        0.412"
2021,710,699,300290,8.337,"        0.921"
2021,710,699,300320,0.001,"           NA"
2021,710,699,300410,14.286,"        0.022"
2021,710,699,300432,0.842,"        0.003"
2021,710,699,300450,0.088,"        0.002"
2021,710,699,300510,0.003,"        0.001"
2021,710,699,300610,0.264,"        0.001"
2021,710,699,310100,247.706,"       63.256"
2021,710,699,310290,2.552,"        0.286"
2021,710,699,310590,275.606,"       48.814"
2021,710,699,320120,6529.213,"     4341.334"
2021,710,699,320412,0.667,"        0.011"
2021,710,699,320414,29.057,"        0.680"
2021,710,699,320419,119.314,"        2.474"
2021,710,699,320490,9.051,"        7.001"
2021,710,699,320610,0.98,"        0.063"
2021,710,699,320710,16.349,"        0.405"
2021,710,699,320890,52.753,"        4.029"
2021,710,699,320990,17.786,"        4.211"
2021,710,699,321290,26.265,"        0.600"
2021,710,699,321511,10.805,"        0.777"
2021,710,699,321590,0.651,"        0.057"
2021,710,699,330113,160.961,"       21.060"
2021,710,699,330129,368.471,"        7.695"
2021,710,699,330210,8.02,"        0.153"
2021,710,699,330410,0.279,"        0.022"
2021,710,699,330430,0.043,"        0.009"
2021,710,699,330499,1349.45,"      145.154"
2021,710,699,330520,0.034,"           NA"
2021,710,699,330690,0.091,"        0.001"
2021,710,699,330720,0.33,"        0.006"
2021,710,699,340111,0.013,"        0.020"
2021,710,699,340120,0.012,"        0.006"
2021,710,699,340212,100.344,"        2.953"
2021,710,699,340219,0.01,"        0.018"
2021,710,699,340290,110.361,"       60.603"
2021,710,699,340391,0.047,"        0.017"
2021,710,699,340490,89.856,"       39.171"
